pred_person,true_person,pred_rank,true_rank,pred_title_or_role,true_title_or_role,pred_organization,true_organization,line_number,source_uuid,link_to_ann
Ibrahim Attahiru,Ibrahim Attahiru,['Brig-General'],['Brig-General'],['Acting General Officer Commanding'],['cting General Officer Commanding'],"['82 Division', 'Nigerian Army']",['82 Division'],5,582d5933-38ab-4137-bc30-3fc7a4334fbd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/582d5933-38ab-4137-bc30-3fc7a4334fbd.txt
Rochas Okorocha,,[],[],['Governor of Imo State'],[],[],[],11,582d5933-38ab-4137-bc30-3fc7a4334fbd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/582d5933-38ab-4137-bc30-3fc7a4334fbd.txt
Uchenna Madu,,['Comrade'],[],['Director of Information'],[],[],[],16,582d5933-38ab-4137-bc30-3fc7a4334fbd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/582d5933-38ab-4137-bc30-3fc7a4334fbd.txt
"Madu, Buhari",,[],[],[],[],[],[],17,582d5933-38ab-4137-bc30-3fc7a4334fbd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/582d5933-38ab-4137-bc30-3fc7a4334fbd.txt
Nigeria,,[],[],[],[],[],[],18,582d5933-38ab-4137-bc30-3fc7a4334fbd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/582d5933-38ab-4137-bc30-3fc7a4334fbd.txt
Vincent Egechukwu Obette,,['Mr'],[],[],[],[],[],21,582d5933-38ab-4137-bc30-3fc7a4334fbd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/582d5933-38ab-4137-bc30-3fc7a4334fbd.txt
Insurgents Seize Gulak Village,,[],[],[],[],[],[],1,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
Gulak,,[],[],[],[],[],[],4,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
LEADERSHIP Weekend,,[],[],[],[],[],[],6,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
LEADERSHIP Weekend,,[],[],[],[],[],[],11,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
OA Ihejirika,,['Lt General'],[],['Chief of Army Staff'],[],[],[],12,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
Chris Olukolade,Chris Olukolade,['Major General'],['Major General'],['director of information'],['director of information'],['Defence Headquarters'],['Defence Headquarters'],15,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
Stephen Davis,,['Dr'],[],[],[],[],[],23,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
Azubuike Ihejirika,,['Gen'],[],[],[],['Department of State Services'],[],24,edcbbdaf-79fe-4e68-b255-91181e8c5962,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/edcbbdaf-79fe-4e68-b255-91181e8c5962.txt
Ibrahim Attahiru,Ibrahim Attahiru,['Maj.-Gen'],['Maj.-Gen.'],['General Officer Commanding'],['General Officer Commanding'],"['82 Division', 'Nigerian Army']",['82 Division'],2,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Attahiru,Attahiru,['Maj.-Gen'],['Maj.-Gen'],[],[],"['44 Division Engineers', '302 Artillary Regiment']",[],3,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Attahiru,Attahiru,['Maj. Gen'],['Maj. Gen'],[],[],[],[],5,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Olufemi Akinjobi,Olufemi Akinjobi,['Brig.-Gen'],['Brig.-Gen'],[],[],[],[],5,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Chris Ataki,Chris Ataki,['Col'],['Col.'],"['Deputy Chief of Staff, Training and Operations']","['Deputy Chief of Staff, Training and Operations']","['82 Division', 'Nigeria Army']",['82 Division'],7,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Col. Ataki,Ataki,[],['Col.'],[],[],[],[],8,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Yusuf Isyaku,,[],[],[],[],[],[],12,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Chioma Anyanwu,,[],[],[],[],[],[],12,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Philip Eromosele,Philip Eromosele,['Brig.-Gen'],['Brig.-Gen.'],['Commander'],['Commander'],['44 Division Engineers'],['44 Division Engineers'],14,7a278f4a-c006-466b-916b-2da69632e1bd,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/7a278f4a-c006-466b-916b-2da69632e1bd.txt
Obi Umahi,"Obi Umahi,",['Major General'],['Major General'],['General Officer Commanding'],['eneral Officer Commanding'],"['81 Division', '65 Battalion', 'Bravo Company']",['81 Division'],3,d0242be6-748c-49c1-805e-781982d2ade8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d0242be6-748c-49c1-805e-781982d2ade8.txt
TY Danjuma,TY Danjuma,['Lieutenant General'],['Lieutenant General'],[],[],[],[],4,d0242be6-748c-49c1-805e-781982d2ade8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d0242be6-748c-49c1-805e-781982d2ade8.txt
Haruna Dasuki,Haruna Dasuki,['Lieutenant Colonel'],['Lieutenant Colonel'],['Commanding Officer'],['Commanding Officer'],[],[],4,d0242be6-748c-49c1-805e-781982d2ade8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d0242be6-748c-49c1-805e-781982d2ade8.txt
Gen Danjuma,,[],[],[],[],[],[],11,d0242be6-748c-49c1-805e-781982d2ade8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d0242be6-748c-49c1-805e-781982d2ade8.txt
Dasuki,,['Lt'],[],[],[],[],[],12,d0242be6-748c-49c1-805e-781982d2ade8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d0242be6-748c-49c1-805e-781982d2ade8.txt
Danjuma,,['Gen'],[],[],[],[],[],12,d0242be6-748c-49c1-805e-781982d2ade8,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d0242be6-748c-49c1-805e-781982d2ade8.txt
M. Jimoh,M. Jimoh,[],['lieutenant colonel'],['commander'],['commander'],"['Nigerian Army', '145 Task Force Battalion']",['145 Task Force Battalion'],4,1cd668a8-d49e-4036-a376-d5ebca3c4f80,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1cd668a8-d49e-4036-a376-d5ebca3c4f80.txt
,119 Battalion,[],[],[],[],[],[],6,1cd668a8-d49e-4036-a376-d5ebca3c4f80,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1cd668a8-d49e-4036-a376-d5ebca3c4f80.txt
K. Yusuf,K. Yusuf,['lieutenant colonel'],['lieutenant colonel'],['commander'],['commander'],['145 Task Force Battalion'],['145 Task Force Battalion'],9,1cd668a8-d49e-4036-a376-d5ebca3c4f80,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1cd668a8-d49e-4036-a376-d5ebca3c4f80.txt
Sani Usman,,['Army'],[],[],[],[],[],17,1cd668a8-d49e-4036-a376-d5ebca3c4f80,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1cd668a8-d49e-4036-a376-d5ebca3c4f80.txt
Lucky Irabor,Lucky Irabor,[],['major-general'],['Theatre Commander'],['Theatre Commander'],['Operation Lafiya Dole'],['Operation Lafiya Dole'],18,1cd668a8-d49e-4036-a376-d5ebca3c4f80,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1cd668a8-d49e-4036-a376-d5ebca3c4f80.txt
Alhaji Yahaya,,[],[],[],[],[],[],3,c33d75b1-a026-40e6-92a3-fe0ee1aa75c2,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/c33d75b1-a026-40e6-92a3-fe0ee1aa75c2.txt
Abdulmalik Bulama Biu,Abdulmalik Bulama Biu,['Brigadier General'],['Brigadier General'],['Acting General Officer Commanding'],['Acting General Officer Commanding'],"['7 Division', '21 Brigade']",['7 Division'],12,c33d75b1-a026-40e6-92a3-fe0ee1aa75c2,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/c33d75b1-a026-40e6-92a3-fe0ee1aa75c2.txt
Biu,,['General'],[],[],[],[],[],19,c33d75b1-a026-40e6-92a3-fe0ee1aa75c2,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/c33d75b1-a026-40e6-92a3-fe0ee1aa75c2.txt
Mohammed Abu Ali,Mohammed Abu Ali,['Lieutenant Colonel'],['Lieutenant Colonel'],[],[],[],[],21,c33d75b1-a026-40e6-92a3-fe0ee1aa75c2,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/c33d75b1-a026-40e6-92a3-fe0ee1aa75c2.txt
Lucky Irabor,Lucky Irabor,['Maj.-Gen'],['Maj.-Gen.'],['Theater Commander'],['Theater Commander'],['Operation Lafiya Dole'],['Operation Lafiya Dole'],3,47a1f85c-73b4-47f1-a6b5-1e82f3da010f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47a1f85c-73b4-47f1-a6b5-1e82f3da010f.txt
Victor Ezugwu,Victor Ezugwu,['Brig.-Gen'],['Brig.-Gen.'],['General Officer Commanding'],['General Officer Commanding'],"['7 division', 'Nigerian Army']",['7 division'],6,47a1f85c-73b4-47f1-a6b5-1e82f3da010f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47a1f85c-73b4-47f1-a6b5-1e82f3da010f.txt
Irabor,,[],[],[],[],[],[],12,47a1f85c-73b4-47f1-a6b5-1e82f3da010f,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/47a1f85c-73b4-47f1-a6b5-1e82f3da010f.txt
Robinson Wasa,,[],[],[],[],[],[],3,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Ajuji Waziri,,['Senator'],[],[],[],"['Peoples Democratic Party', 'Farida Waziri']",[],3,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Charles Okeocha,,['Captain'],[],[],[],[],[],7,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Mohammed Uba,,['Corporal'],[],[],[],[],[],8,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Capt. Ekeocha,,[],[],[],[],[],[],9,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Nding Susut,,[],[],[],[],[],[],13,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Nding Jok,,[],[],[],[],[],[],13,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Fan Loh,,[],[],[],[],[],[],13,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Dorowa,,[],[],[],[],[],[],13,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Francis Deng,,[],[],[],[],['United Nations'],[],15,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Sunday Idoko,Sunday Idoko,['Major Gen'],['Major Gen.'],['GOC'],['GOC'],['83 division'],['83 division'],18,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Robison Wasa,,[],[],[],[],[],[],21,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Ajuji Waziri,,[],[],[],[],['Senate'],[],22,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Senator Waziri,,[],[],[],[],[],[],23,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Wasa,,[],[],[],[],[],[],23,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Danjuma Goje,,['Governor'],[],[],[],[],[],24,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Robinson Wasa,,[],[],[],[],[],[],24,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Senator Waziri,,[],[],[],[],[],[],24,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Farida Waziri,,[],[],[],[],[],[],25,d8c1e434-858d-4f9b-b306-001c9224b9b0,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d8c1e434-858d-4f9b-b306-001c9224b9b0.txt
Oluseyi Petirin,Oluseyi Petirin,['Air Marshal'],['Air Marshal'],['Chief of Defence Staff'],['Chief of Defence Staff'],[],[],3,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Ola Sa'ad Ibrahim. Ibrahim,Ola Sa'ad Ibrahim. Ibrahim,['Vice Admiral'],['Vice Admiral'],['Chief of Naval Staff'],['Chief of Naval Staff'],[],[],3,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Onyeabo Azubuike Ihejirika,Onyeabo Azubuike Ihejirika,['Lt. Gen'],['Lt. Gen'],['Chief of Army Staff'],['Chief of Army Staff'],[],[],4,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Alex Sabunduh Badeh,Alex Sabunduh Badeh,['Air Vice Marshal'],['Air Vice Marshal'],['Chief of Air Staff'],[],[],[],4,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Mohammed Dikko Umar,Mohammed Dikko Umar,['Air Marshal'],['Air Marshal'],[],['Chief of Air Staff'],[],[],4,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
D.J. Ezeoba,D.J. Ezeoba,['Rear Admiral'],['Rear Admiral'],['Chief of Naval Staff'],['Chief of Naval Staff'],[],[],5,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Ibrahim Ogohi,,['Admiral'],[],[],[],[],[],9,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Paul Dike,"Paul Dike,",['Air Chief Marshal'],['Air Chief Marshal'],[],[],[],[],10,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Reuben Abati,,['Dr'],[],[],[],[],[],11,1bc14945-bb31-4975-bcd1-fdbf52baea16,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/1bc14945-bb31-4975-bcd1-fdbf52baea16.txt
Michael Nweke,,[],[],[],[],[],[],6,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Peter Chukwuma Nwankwo,,[],[],[],[],[],[],6,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Ndukwe Kanu,,['Mathew'],[],[],[],[],[],6,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Michael Nweke,,[],[],[],[],[],[],6,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Peter Chukwuma Nwankwo,,[],[],[],[],[],[],7,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Michael Nweke,,[],[],[],[],[],[],9,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Frank Chijioke Nwankwo,,[],[],[],[],[],[],10,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Ndukwe Kanu,,['Mathew'],[],[],[],[],[],10,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Azu Okwuashi,,[],[],[],[],[],[],11,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Okwuashi,,[],[],[],[],[],[],12,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Nnamdi Kanu,,[],[],[],[],['Radio Biafra'],[],13,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Kanu,,[],[],[],[],['IPOB'],[],14,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Hassan Umaru,Hassan Umaru,['Major General'],['Major General'],['General Officer Commanding'],['General Officer Commanding'],['3 Division'],['3 Division'],16,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
Ebuka Nnolum,,[],[],[],[],[],[],22,d43c3d21-d486-4423-842e-90adae33724d,https://github.com/security-force-monitor/nlp_starter_dataset/blob/master/annotated_sources/d43c3d21-d486-4423-842e-90adae33724d.txt
